,State,City,Population,Total_law_enforcement_employees,Total_crime,employees_perCapita,crime_perCapita
4110,TEXAS,New Boston,4546.0,17,180.0,0.003739551253849538,0.039595248570171576
4111,TEXAS,New Braunfels,100427.0,172,1471.0,0.0017126868272476525,0.014647455365588936
4112,TEXAS,Newton,2315.0,4,18.0,0.0017278617710583153,0.007775377969762419
4113,TEXAS,Nolanville,6335.0,12,55.0,0.0018942383583267562,0.008681925808997633
4114,TEXAS,Northeast,3582.0,6,24.0,0.0016750418760469012,0.006700167504187605
4115,TEXAS,Northlake,4751.0,23,95.0,0.00484108608713955,0.019995790359924225
4116,TEXAS,North Richland Hills,72881.0,206,1723.0,0.002826525431868388,0.02364127824810307
4118,TEXAS,Odem,2375.0,6,21.0,0.0025263157894736842,0.008842105263157894
4119,TEXAS,Odessa,128328.0,192,3538.0,0.0014961660744342623,0.02756997693410635
4121,TEXAS,Olney,3054.0,10,46.0,0.0032743942370661427,0.015062213490504257
4122,TEXAS,Onalaska,3225.0,9,30.0,0.0027906976744186047,0.009302325581395349
4123,TEXAS,Orange,17755.0,60,369.0,0.0033793297662630243,0.0207828780625176
4124,TEXAS,Overton,2498.0,7,23.0,0.0028022417934347476,0.009207365892714172
4125,TEXAS,Ovilla,4370.0,12,9.0,0.002745995423340961,0.002059496567505721
4127,TEXAS,Palacios,4529.0,13,112.0,0.002870390814749393,0.02472952086553323
4128,TEXAS,Palestine,17736.0,50,539.0,0.002819124943617501,0.030390166892196663
4131,TEXAS,Pampa,16760.0,30,405.0,0.0017899761336515514,0.02416467780429594
4133,TEXAS,Paris,24833.0,68,815.0,0.0027382917891515322,0.032819232472919097
4134,TEXAS,Parker,5649.0,11,26.0,0.0019472473004071517,0.004602584528235086
4135,TEXAS,Pasadena,149428.0,367,4605.0,0.002456032336643735,0.030817517466605993
4136,TEXAS,Patton Village,2277.0,10,2.0,0.004391743522178305,0.000878348704435661
4137,TEXAS,Pearland,126983.0,230,1974.0,0.0018112660749864155,0.015545387965318192
4138,TEXAS,Pearsall,10776.0,19,180.0,0.001763177431328879,0.01670378619153675
4140,TEXAS,Pelican Bay,2165.0,9,29.0,0.004157043879907622,0.013394919168591224
4141,TEXAS,Penitas,4625.0,16,59.0,0.0034594594594594594,0.012756756756756757
4142,TEXAS,Perryton,8272.0,20,117.0,0.0024177949709864605,0.014144100580270793
4143,TEXAS,Petersburg,1102.0,4,5.0,0.003629764065335753,0.004537205081669692
4144,TEXAS,Pflugerville,68978.0,127,1033.0,0.0018411667488184638,0.014975789382121836
4145,TEXAS,Pharr,80436.0,162,1518.0,0.0020140235715351337,0.018872146799940325
4146,TEXAS,Pilot Point,4741.0,10,37.0,0.002109259649862898,0.007804260704492723
4147,TEXAS,Pinehurst,1946.0,8,57.0,0.0041109969167523125,0.029290853031860225
4148,TEXAS,Pineland,789.0,3,3.0,0.0038022813688212928,0.0038022813688212928
4149,TEXAS,Pittsburg,4696.0,10,63.0,0.002129471890971039,0.013415672913117547
4150,TEXAS,Plainview,19436.0,37,642.0,0.0019036838855731632,0.033031487960485696
4151,TEXAS,Plano,294496.0,591,5272.0,0.002006818428773226,0.017901771161577748
4152,TEXAS,Pleasanton,11160.0,26,264.0,0.0023297491039426525,0.023655913978494623
4153,TEXAS,Ponder,2555.0,7,3.0,0.0027397260273972603,0.0011741682974559687
4155,TEXAS,Port Arthur,53865.0,151,1335.0,0.0028033045576905226,0.02478418267891952
4156,TEXAS,Portland,17938.0,50,380.0,0.0027873787490244172,0.02118407849258557
4157,TEXAS,Port Lavaca,11618.0,24,139.0,0.002065760027543467,0.011964193492855914
4158,TEXAS,Port Neches,12555.0,25,160.0,0.001991238550378335,0.012743926722421346
4159,TEXAS,Poteet,3571.0,10,73.0,0.002800336040324839,0.020442453094371326
4160,TEXAS,Prairie View ,7174.0,12,63.0,0.0016727069974909396,0.008781711736827432
4161,TEXAS,Primera,5394.0,10,4.0,0.0018539117538005192,0.0007415647015202076
4162,TEXAS,Princeton,17059.0,28,137.0,0.0016413623307345096,0.008030951403950994
4163,TEXAS,Prosper,29848.0,51,220.0,0.0017086571964620746,0.00737067810238542
4164,TEXAS,Queen City,1409.0,5,49.0,0.0035486160397444995,0.0347764371894961
4165,TEXAS,Rancho Viejo,2447.0,8,20.0,0.0032693093583980384,0.008173273395995096
4166,TEXAS,Ranger,2343.0,4,64.0,0.0017072129748186087,0.02731540759709774
4167,TEXAS,Raymondville,10714.0,21,289.0,0.0019600522680604817,0.026974052641403772
4168,TEXAS,Red Oak,14483.0,29,218.0,0.002002347579921287,0.015052130083546226
4169,TEXAS,Refugio,2694.0,8,39.0,0.002969561989606533,0.014476614699331848
4170,TEXAS,"Reno, Lamar County",3366.0,6,58.0,0.0017825311942959,0.0172311348781937
4171,TEXAS,Rice,991.0,4,20.0,0.004036326942482341,0.020181634712411706
4172,TEXAS,Richardson,122872.0,254,2684.0,0.0020671918744709942,0.02184387004362263
4173,TEXAS,Richland Hills,7846.0,22,212.0,0.002803976548559776,0.027020137649757837
4174,TEXAS,Richmond,12520.0,40,227.0,0.003194888178913738,0.018130990415335464
4175,TEXAS,Richwood,4068.0,11,42.0,0.002704031465093412,0.01032448377581121
4176,TEXAS,Rio Grande City,14498.0,44,281.0,0.0030349013657056147,0.019381983721892676
4177,TEXAS,Rio Hondo,2669.0,7,25.0,0.0026227051330086175,0.009366804046459348
4178,TEXAS,River Oaks,7550.0,23,140.0,0.0030463576158940397,0.018543046357615896
4179,TEXAS,Roanoke,10234.0,45,139.0,0.0043971076802814145,0.01358217705686926
4180,TEXAS,Robinson,12254.0,32,239.0,0.0026113921984658073,0.019503835482291496
4181,TEXAS,Rockdale,5444.0,17,218.0,0.0031227038941954444,0.040044085231447465
4182,TEXAS,Rockport,10934.0,34,455.0,0.00310956648984818,0.041613316261203584
4183,TEXAS,Rockwall,48483.0,102,695.0,0.0021038302085267,0.014334921518882908
4184,TEXAS,Rogers,1255.0,3,2.0,0.002390438247011952,0.0015936254980079682
4186,TEXAS,Roma,11534.0,32,130.0,0.002774406103693428,0.011271024796254551
4188,TEXAS,Roscoe,1302.0,2,13.0,0.0015360983102918587,0.009984639016897081
4189,TEXAS,Rosenberg,40251.0,97,705.0,0.0024098780154530324,0.017515092792725645
4190,TEXAS,Round Rock,141927.0,239,2656.0,0.0016839642915019693,0.01871384585033151
4191,TEXAS,Rowlett,69287.0,142,836.0,0.0020494465051164,0.01206575548082613
4192,TEXAS,Royse City,16013.0,29,276.0,0.001811028539311809,0.01723599575345032
4193,TEXAS,Runaway Bay,1665.0,5,2.0,0.003003003003003003,0.0012012012012012011
4194,TEXAS,Rusk,5674.0,10,74.0,0.0017624250969333803,0.013041945717307015
4195,TEXAS,Sachse,26463.0,46,210.0,0.0017382760835884063,0.007935608207686204
4196,TEXAS,Saginaw,25387.0,50,420.0,0.0019695119549375663,0.01654390042147556
4197,TEXAS,Salado,2401.0,5,18.0,0.0020824656393169513,0.007496876301541024
4198,TEXAS,San Angelo,102448.0,204,2959.0,0.0019912540996407935,0.028882945494299546
4201,TEXAS,San Benito,24065.0,49,606.0,0.0020361520880947436,0.025181799293579887
4202,TEXAS,San Elizario,9041.0,3,34.0,0.0003318217011392545,0.0037606459462448845
4203,TEXAS,Sanger,9383.0,18,151.0,0.001918362996909304,0.01609293402962805
4204,TEXAS,San Marcos,68961.0,146,2020.0,0.002117138672583054,0.029291918620669655
4205,TEXAS,San Saba,3135.0,5,27.0,0.001594896331738437,0.00861244019138756
4206,TEXAS,Sansom Park Village,5826.0,14,144.0,0.002403020940611054,0.024716786817713696
4207,TEXAS,Santa Fe,13583.0,30,117.0,0.0022086431568872854,0.008613708311860414
4208,TEXAS,Schertz,43637.0,93,414.0,0.0021312189197240875,0.009487361642642711
4209,TEXAS,Schulenburg,2944.0,9,70.0,0.0030570652173913045,0.02377717391304348
4210,TEXAS,Seabrook,14102.0,39,280.0,0.002765565168061268,0.01985533966813218
4211,TEXAS,Seagoville,17291.0,38,358.0,0.002197675091087849,0.020704412700248684
4212,TEXAS,Sealy,6478.0,28,75.0,0.0043223217042297,0.01157764742204384
4213,TEXAS,Seguin,30653.0,73,745.0,0.002381496101523505,0.02430430952924673
4214,TEXAS,Selma,14299.0,34,283.0,0.002377788656549409,0.019791593817749493
4215,TEXAS,Seminole,8115.0,11,70.0,0.0013555144793592113,0.00862600123228589
4216,TEXAS,Seymour,2541.0,4,14.0,0.0015741833923652105,0.005509641873278237
4217,TEXAS,Shallowater,2628.0,5,13.0,0.001902587519025875,0.004946727549467275
4220,TEXAS,Sherman,45814.0,99,1036.0,0.0021609115117649626,0.022613175012005063
4221,TEXAS,Silsbee,6604.0,23,86.0,0.0034827377347062386,0.013022410660205935
4222,TEXAS,Sinton,5248.0,13,218.0,0.0024771341463414634,0.041539634146341466
4223,TEXAS,Slaton,5960.0,16,124.0,0.0026845637583892616,0.02080536912751678
4224,TEXAS,Snyder,10986.0,20,336.0,0.0018204988166757691,0.030584380120152924
4225,TEXAS,Socorro,36282.0,60,357.0,0.00165371258475277,0.00983958987927898
4226,TEXAS,Somerset,2017.0,4,3.0,0.0019831432821021317,0.001487357461576599
4227,TEXAS,Somerville,1450.0,3,11.0,0.0020689655172413794,0.007586206896551724
4228,TEXAS,Sonora,2744.0,8,18.0,0.0029154518950437317,0.006559766763848397
4230,TEXAS,South Houston,17490.0,36,452.0,0.002058319039451115,0.025843339050886222
4231,TEXAS,Southlake,32905.0,68,312.0,0.0020665552347667528,0.009481841665400396
4237,TEXAS,Stamford,2892.0,7,25.0,0.0024204702627939143,0.008644536652835409
4238,TEXAS,Stanton,3114.0,7,63.0,0.00224791265253693,0.02023121387283237
4239,TEXAS,Stephenville,22221.0,55,275.0,0.002475136132487287,0.012375680662436434
4240,TEXAS,Stinnett,1742.0,4,5.0,0.002296211251435132,0.0028702640642939152
4241,TEXAS,Sugar Land,118888.0,186,1560.0,0.0015644976784873158,0.013121593432474262
4242,TEXAS,Sulphur Springs,16357.0,38,149.0,0.00232316439444886,0.009109249862444213
4243,TEXAS,Sunnyvale,7232.0,22,105.0,0.0030420353982300885,0.014518805309734513
4247,TEXAS,Sweeny,3612.0,9,51.0,0.0024916943521594683,0.014119601328903655
4248,TEXAS,Taft,2871.0,9,48.0,0.003134796238244514,0.01671891327063741
4249,TEXAS,Tahoka,2664.0,4,34.0,0.0015015015015015015,0.012762762762762763
4250,TEXAS,Tatum,1417.0,4,8.0,0.0028228652081863093,0.0056457304163726185
4251,TEXAS,Taylor,18196.0,40,288.0,0.0021982853374367993,0.015827654429544955
4252,TEXAS,Teague,3524.0,6,58.0,0.00170261066969353,0.016458569807037457
4253,TEXAS,Temple,82333.0,176,1952.0,0.0021376604763582037,0.02370859801051826
4254,TEXAS,Tenaha,1132.0,2,3.0,0.0017667844522968198,0.00265017667844523
4255,TEXAS,Terrell,20092.0,59,378.0,0.0029364921361736012,0.018813458092773242
4256,TEXAS,Terrell Hills,5510.0,16,77.0,0.0029038112522686023,0.01397459165154265
4257,TEXAS,Texarkana,36208.0,99,1465.0,0.0027342023862129915,0.04046067167476801
4258,TEXAS,Texas City,52270.0,112,1472.0,0.0021427204897646835,0.028161469294050126
4259,TEXAS,Thorndale,1303.0,3,8.0,0.0023023791250959325,0.0061396776669224865
4260,TEXAS,Tioga,1153.0,4,4.0,0.003469210754553339,0.003469210754553339
4262,TEXAS,Tool,2346.0,8,15.0,0.0034100596760443308,0.00639386189258312
4263,TEXAS,Trophy Club,13205.0,22,62.0,0.0016660355925785686,0.004695191215448694
4264,TEXAS,Tulia,4568.0,16,120.0,0.0035026269702276708,0.02626970227670753
4266,TEXAS,Tyler,109408.0,236,3265.0,0.002157063468850541,0.029842424685580578
4267,TEXAS,Universal City,21265.0,37,568.0,0.0017399482718081355,0.02671055725370327
4268,TEXAS,University Park,24888.0,54,312.0,0.0021697203471552555,0.01253616200578592
4269,TEXAS,Uvalde,15999.0,56,742.0,0.0035002187636727295,0.04637789861866367
4270,TEXAS,Valley Mills,1168.0,4,20.0,0.003424657534246575,0.017123287671232876
4271,TEXAS,Van,2793.0,9,30.0,0.00322234156820623,0.010741138560687433
4272,TEXAS,Van Alstyne,4831.0,19,43.0,0.003932933140136618,0.008900848685572345
4273,TEXAS,Venus,4804.0,14,41.0,0.0029142381348875937,0.008534554537885096
4274,TEXAS,Vernon,10057.0,29,178.0,0.00288356368698419,0.017699115044247787
4275,TEXAS,Victoria,67272.0,150,2106.0,0.0022297538351765964,0.03130574384587941
4276,TEXAS,Vidor,10267.0,33,247.0,0.003214181357748125,0.0240576604655693
4277,TEXAS,Waco,143089.0,349,5805.0,0.002439041435749778,0.04056915625939101
4278,TEXAS,Wake Village,5538.0,9,64.0,0.0016251354279523294,0.01155651859877212
4279,TEXAS,Waller,3732.0,13,51.0,0.0034833869239013935,0.013665594855305467
4281,TEXAS,Watauga,24254.0,48,342.0,0.0019790550012369094,0.01410076688381298
4282,TEXAS,Waxahachie,40978.0,106,813.0,0.002586753867929133,0.019839914100248913
4283,TEXAS,Weatherford,35724.0,82,650.0,0.0022953756578210725,0.018195050946142648
4285,TEXAS,Weimar,2238.0,8,23.0,0.0035746201966041107,0.010277033065236819
4286,TEXAS,Weslaco,43954.0,104,1335.0,0.0023661100241161213,0.03037266232879829
4287,TEXAS,West Columbia,3823.0,17,68.0,0.004446769552707298,0.017787078210829192
4288,TEXAS,West Lake Hills,3272.0,15,84.0,0.004584352078239609,0.02567237163814181
4289,TEXAS,West Orange,3141.0,12,90.0,0.0038204393505253103,0.02865329512893983
4291,TEXAS,Wharton,8590.0,32,222.0,0.0037252619324796275,0.025844004656577414
4292,TEXAS,Whitehouse,9260.0,15,72.0,0.0016198704103671706,0.007775377969762419
4293,TEXAS,White Oak,6262.0,20,101.0,0.0031938677738741618,0.016129032258064516
4294,TEXAS,White Settlement,17948.0,41,629.0,0.002284377089369289,0.035045687541787385
4295,TEXAS,Whitney,2151.0,6,39.0,0.002789400278940028,0.01813110181311018
4296,TEXAS,Wichita Falls,105468.0,265,3831.0,0.002512610460044753,0.03632381385823188
4297,TEXAS,Willis,7258.0,17,223.0,0.002342243042160375,0.030724717553044918
4298,TEXAS,Willow Park,6244.0,19,84.0,0.003042921204356182,0.013452914798206279
4299,TEXAS,Wills Point,3723.0,10,40.0,0.0026860059092130005,0.010744023636852002
4300,TEXAS,Wilmer,5620.0,26,96.0,0.004626334519572953,0.01708185053380783
4302,TEXAS,Wink,1022.0,2,7.0,0.0019569471624266144,0.00684931506849315
4303,TEXAS,Winnsboro,3338.0,16,35.0,0.004793289394847214,0.010485320551228281
4304,TEXAS,Winters,2460.0,7,17.0,0.002845528455284553,0.006910569105691057
4305,TEXAS,Wolfforth,5973.0,14,42.0,0.002343880796919471,0.007031642390758413
4306,TEXAS,Woodsboro,1363.0,1,9.0,0.0007336757153338225,0.006603081438004402
4307,TEXAS,Woodville,2428.0,11,48.0,0.004530477759472817,0.019769357495881382
4309,TEXAS,Wylie,55889.0,81,350.0,0.0014493012936355992,0.0062624129971908605
4310,TEXAS,Yoakum,5949.0,16,34.0,0.002689527651706169,0.005715246259875609
4311,TEXAS,Zavalla,712.0,3,19.0,0.004213483146067416,0.026685393258426966
4312,UTAH,American Fork/Cedar Hills,44725.0,53,869.0,0.0011850195640022358,0.01942984907769704
4313,UTAH,Bluffdale,19428.0,14,173.0,0.0007206094296891085,0.008904673666872556
4315,UTAH,Cedar City,36903.0,46,452.0,0.0012465111237568761,0.012248326694306696
4316,UTAH,Centerville,17765.0,22,421.0,0.001238390092879257,0.0236982831410076
4317,UTAH,Clearfield,32375.0,45,500.0,0.0013899613899613899,0.015444015444015444
4318,UTAH,Cottonwood Heights,33301.0,48,802.0,0.0014413981562115253,0.024083360860034233
4319,UTAH,Draper,49671.0,54,1160.0,0.0010871534698314912,0.023353667129713516
4320,UTAH,Enoch,7780.0,13,25.0,0.0016709511568123393,0.003213367609254499
4321,UTAH,Ephraim,7521.0,9,43.0,0.0011966493817311527,0.005717324823826619
4322,UTAH,Farmington,26218.0,25,345.0,0.0009535433671523381,0.013158898466702266
4323,UTAH,Grantsville,12819.0,19,135.0,0.0014821748966378032,0.010531242686637023
4324,UTAH,Harrisville,6983.0,9,246.0,0.0012888443362451668,0.03522841185736789
4325,UTAH,Heber,18336.0,26,235.0,0.0014179755671902268,0.012816317626527051
4326,UTAH,Helper,2135.0,5,25.0,0.00234192037470726,0.0117096018735363
4327,UTAH,Herriman,61086.0,47,585.0,0.0007694070654487116,0.009576662410372262
4328,UTAH,Hurricane,20594.0,28,290.0,0.0013596193065941536,0.014081771389725163
4329,UTAH,Kanab,5045.0,9,53.0,0.00178394449950446,0.010505450941526264
4330,UTAH,Kaysville,33139.0,35,286.0,0.0010561573976281722,0.008630314734904493
4331,UTAH,La Verkin,4503.0,6,73.0,0.0013324450366422385,0.01621141461248057
4332,UTAH,Layton,80230.0,106,1520.0,0.001321201545556525,0.018945531596659605
4333,UTAH,Lindon,11609.0,17,374.0,0.0014643810836420018,0.03221638384012404
4334,UTAH,Logan,52015.0,83,791.0,0.001595693549937518,0.015207151783139479
4335,UTAH,Lone Peak,30210.0,27,188.0,0.0008937437934458789,0.006223104932141675
4336,UTAH,Mapleton,11497.0,10,69.0,0.0008697921196833957,0.00600156562581543
4337,UTAH,Moab,5400.0,20,143.0,0.003703703703703704,0.02648148148148148
4338,UTAH,Mount Pleasant,3613.0,5,36.0,0.0013838915029061722,0.00996401882092444
4340,UTAH,Naples,2150.0,7,19.0,0.0032558139534883722,0.008837209302325582
4341,UTAH,Nephi,6598.0,13,83.0,0.001970294028493483,0.012579569566535314
4342,UTAH,North Ogden,21379.0,25,234.0,0.0011693718134618083,0.010945320174002526
4343,UTAH,North Salt Lake,21768.0,29,491.0,0.0013322307975009188,0.022556045571481075
4344,UTAH,Ogden,87828.0,165,3183.0,0.001878671949719907,0.03624128979368766
4345,UTAH,Orem,100060.0,134,1817.0,0.0013391964821107335,0.018159104537277634
4346,UTAH,Park City,8679.0,37,201.0,0.004263163958981449,0.023159350155547875
4347,UTAH,Payson,21291.0,27,247.0,0.0012681414682260109,0.011601146024141655
4348,UTAH,Perry,5471.0,8,87.0,0.0014622555291537195,0.0159020288795467
4349,UTAH,Pleasant Grove,38730.0,32,408.0,0.0008262328943971082,0.010534469403563129
4350,UTAH,Pleasant View,11139.0,14,95.0,0.0012568453182511894,0.008528593230990214
4351,UTAH,Provo,116642.0,127,1705.0,0.0010888016323451243,0.014617376245263285
4352,UTAH,Richfield,7947.0,17,243.0,0.002139172014596703,0.030577576443941108
4353,UTAH,Riverdale,9038.0,19,429.0,0.0021022350077450763,0.0474662535959283
4354,UTAH,Riverton,44951.0,39,575.0,0.0008676113990789972,0.01279170652488265
4355,UTAH,Roosevelt,7377.0,15,244.0,0.0020333468889792597,0.03307577606072929
4356,UTAH,Roy,39765.0,43,521.0,0.0010813529485728655,0.01310197409782472
4357,UTAH,Salem,9151.0,13,45.0,0.0014206097694241067,0.004917495355698831
4358,UTAH,Salina,2661.0,6,65.0,0.002254791431792559,0.024426907177752723
4360,UTAH,Santa Clara/Ivins,18948.0,18,100.0,0.0009499683343888537,0.005277601857715854
4361,UTAH,Santaquin/Genola,15647.0,15,96.0,0.0009586502204895507,0.006135361411133125
4362,UTAH,Saratoga Springs,37985.0,30,334.0,0.0007897854416216928,0.00879294458338818
4363,UTAH,South Jordan,81919.0,66,1267.0,0.0008056738973864427,0.015466497393767013
4364,UTAH,South Ogden,17187.0,27,312.0,0.0015709547914121139,0.018153255367428872
4366,UTAH,Spanish Fork,41931.0,46,463.0,0.0010970403758555722,0.011041949870024563
4368,UTAH,Springville,33977.0,41,486.0,0.0012066986490861466,0.014303793742826029
4369,UTAH,St. George,94601.0,169,1421.0,0.0017864504603545418,0.015020982864874579
4370,UTAH,Sunset,5354.0,10,121.0,0.0018677624206200972,0.022599925289503175
4371,UTAH,Syracuse,33340.0,26,262.0,0.0007798440311937612,0.007858428314337133
4372,UTAH,Tooele,37626.0,47,967.0,0.0012491362355817786,0.025700313612927232
4373,UTAH,Washington,33668.0,38,372.0,0.001128668171557562,0.011049067363668766
4374,UTAH,West Bountiful,5988.0,10,123.0,0.0016700066800267202,0.020541082164328657
4375,UTAH,West Jordan,117862.0,138,2736.0,0.0011708608372503436,0.023213588773311162
4376,UTAH,West Valley,134329.0,248,4891.0,0.00184621340142486,0.03641060381600399
4377,UTAH,Woods Cross,11870.0,18,199.0,0.0015164279696714407,0.016764953664700925
4378,VERMONT,Barre,8418.0,19,223.0,0.0022570681872178663,0.026490852934188642
4379,VERMONT,Barre Town,7722.0,8,77.0,0.001036001036001036,0.009971509971509971
4380,VERMONT,Bellows Falls,2950.0,7,27.0,0.0023728813559322033,0.009152542372881356
4381,VERMONT,Bennington,14814.0,31,271.0,0.0020926150938301606,0.018293506142837857
4383,VERMONT,Bradford,2673.0,2,34.0,0.0007482229704451926,0.012719790497568275
4384,VERMONT,Brandon,3680.0,8,35.0,0.002173913043478261,0.009510869565217392
4385,VERMONT,Brattleboro,11182.0,31,453.0,0.00277231264532284,0.04051153639778215
4386,VERMONT,Brighton,1153.0,1,5.0,0.0008673026886383347,0.004336513443191674
4387,VERMONT,Bristol,3831.0,3,11.0,0.0007830853563038371,0.0028713129731140694
4388,VERMONT,Burlington,42946.0,99,1669.0,0.0023052205094770176,0.03886275788199134
4389,VERMONT,Castleton,4468.0,5,17.0,0.0011190689346463742,0.0038048343777976725
4390,VERMONT,Chester,3005.0,6,30.0,0.0019966722129783694,0.009983361064891847
4391,VERMONT,Colchester,17101.0,33,263.0,0.0019297117127653354,0.015379217589614642
4393,VERMONT,Essex,22073.0,34,401.0,0.001540343405971096,0.018166991346894396
4394,VERMONT,Fair Haven,2511.0,4,33.0,0.0015929908403026682,0.013142174432497013
4395,VERMONT,Hardwick,2824.0,7,49.0,0.002478753541076487,0.017351274787535412
4396,VERMONT,Hartford,9530.0,27,192.0,0.002833158447009444,0.020146904512067156
4397,VERMONT,Hinesburg,4535.0,6,12.0,0.001323042998897464,0.002646085997794928
4398,VERMONT,Ludlow,1846.0,9,29.0,0.004875406283856988,0.01570964247020585
4399,VERMONT,Lyndonville,1158.0,2,38.0,0.0017271157167530224,0.03281519861830743
4400,VERMONT,Manchester,4197.0,10,49.0,0.002382654276864427,0.011675005956635693
4401,VERMONT,Middlebury,8807.0,15,75.0,0.0017031906438060634,0.008515953219030316
4402,VERMONT,Milton,10962.0,17,111.0,0.0015508118956394819,0.010125889436234263
4403,VERMONT,Montpelier,7278.0,24,155.0,0.0032976092333058533,0.02129705963176697
4404,VERMONT,Morristown,5582.0,9,101.0,0.0016123253314224292,0.018093873163740594
4405,VERMONT,Newport,4181.0,16,93.0,0.003826835685242765,0.02224348242047357
4406,VERMONT,Northfield,6536.0,6,19.0,0.0009179926560587516,0.0029069767441860465
4407,VERMONT,Norwich,3400.0,4,29.0,0.001176470588235294,0.008529411764705883
4408,VERMONT,Richmond,4102.0,4,10.0,0.0009751340809361287,0.0024378352023403218
4409,VERMONT,Royalton,2892.0,3,18.0,0.001037344398340249,0.006224066390041493
4410,VERMONT,Rutland,14771.0,39,630.0,0.002640308713018753,0.04265114074876447
4411,VERMONT,Rutland Town,4107.0,4,92.0,0.0009739469198928658,0.022400779157535914
4412,VERMONT,Shelburne,7702.0,15,95.0,0.0019475460919241756,0.012334458582186444
4413,VERMONT,South Burlington,19748.0,49,496.0,0.002481263925460806,0.025116467490378772
4414,VERMONT,Springfield,8828.0,18,256.0,0.0020389669234254643,0.028998640688717717
4415,VERMONT,St. Albans,6787.0,32,245.0,0.004714896124944747,0.03609842345660822
4416,VERMONT,St. Johnsbury,7021.0,16,198.0,0.0022788776527560175,0.02820111095285572
4417,VERMONT,Stowe,4460.0,10,72.0,0.002242152466367713,0.016143497757847534
4418,VERMONT,Swanton,6590.0,9,55.0,0.0013657056145675265,0.00834597875569044
4419,VERMONT,Thetford,2519.0,3,12.0,0.0011909487892020642,0.004763795156808257
4420,VERMONT,Vergennes,2594.0,7,31.0,0.0026985350809560524,0.011950655358519661
4421,VERMONT,Weathersfield,2718.0,2,31.0,0.0007358351729212656,0.011405445180279618
4422,VERMONT,Williston,10434.0,21,281.0,0.0020126509488211618,0.02693118650565459
4423,VERMONT,Wilmington,1777.0,7,15.0,0.0039392234102419805,0.008441193021947102
4424,VERMONT,Windsor,3259.0,11,34.0,0.0033752684872660325,0.010432648051549556
4426,VERMONT,Winooski,7554.0,15,233.0,0.0019857029388403494,0.030844585649986763
4427,VERMONT,Woodstock,2899.0,6,15.0,0.002069679199724043,0.005174197999310107
4428,VIRGINIA,Abingdon,7820.0,28,128.0,0.0035805626598465474,0.016368286445012786
4429,VIRGINIA,Alexandria,160457.0,379,3013.0,0.0023620035274247927,0.018777616433063065
4430,VIRGINIA,Altavista,3419.0,12,68.0,0.0035097981866042704,0.01988885639075753
4431,VIRGINIA,Ashland,7976.0,28,172.0,0.003510531594784353,0.02156469408224674
4432,VIRGINIA,Bedford,6652.0,25,64.0,0.00375826819001804,0.009621166566446182
4433,VIRGINIA,Berryville,4388.0,9,39.0,0.002051048313582498,0.008887876025524157
4434,VIRGINIA,Big Stone Gap,5055.0,11,74.0,0.002176063303659743,0.01463897131552918
4435,VIRGINIA,Blacksburg,44228.0,15,309.0,0.0003391516686262096,0.006986524373699918
4436,VIRGINIA,Blackstone,3275.0,15,106.0,0.004580152671755725,0.03236641221374046
4437,VIRGINIA,Bluefield,4761.0,23,232.0,0.004830917874396135,0.048729258559126236
4438,VIRGINIA,Bridgewater,6218.0,9,17.0,0.0014474107430041815,0.002733998070119009
4439,VIRGINIA,Bristol,17265.0,73,436.0,0.0042282073559223865,0.025253402838111786
4440,VIRGINIA,Brookneal,1103.0,2,15.0,0.001813236627379873,0.013599274705349048
4441,VIRGINIA,Buena Vista,6374.0,17,52.0,0.0026670850329463445,0.00815814245371823
4442,VIRGINIA,Charlottesville,47257.0,133,1447.0,0.0028143978669826694,0.030619802357322725
4443,VIRGINIA,Chase City,2205.0,10,37.0,0.0045351473922902496,0.016780045351473923
4444,VIRGINIA,Chesapeake,249188.0,517,5386.0,0.0020747387514647576,0.021614202931120277
4445,VIRGINIA,Chilhowie,1687.0,6,28.0,0.0035566093657379964,0.016597510373443983
4446,VIRGINIA,Chincoteague,2859.0,14,34.0,0.004896817068905212,0.011892270024484085
4447,VIRGINIA,Christiansburg,22544.0,66,582.0,0.0029276082327892123,0.025816181689141234
4449,VIRGINIA,Clifton Forge,3404.0,8,54.0,0.0023501762632197414,0.015863689776733254
4450,VIRGINIA,Clintwood,1247.0,4,14.0,0.0032076984763432237,0.011226944667201283
4451,VIRGINIA,Coeburn,1816.0,7,31.0,0.003854625550660793,0.017070484581497798
4452,VIRGINIA,Colonial Beach,3655.0,13,47.0,0.0035567715458276333,0.012859097127222982
4453,VIRGINIA,Colonial Heights,17171.0,57,812.0,0.0033195504047521984,0.047289033836119036
4454,VIRGINIA,Covington,5603.0,23,95.0,0.004104943780117794,0.01695520257005176
4455,VIRGINIA,Crewe,2096.0,4,51.0,0.0019083969465648854,0.02433206106870229
4456,VIRGINIA,Culpeper,19485.0,51,286.0,0.002617397998460354,0.014677957403130614
4458,VIRGINIA,Danville,39528.0,135,1406.0,0.0034153005464480873,0.03556972272819267
4459,VIRGINIA,Dayton,1652.0,5,33.0,0.003026634382566586,0.019975786924939468
4460,VIRGINIA,Dublin,2583.0,8,36.0,0.003097173828881146,0.013937282229965157
4461,VIRGINIA,Dumfries,6233.0,12,66.0,0.0019252366436707845,0.010588801540189315
4462,VIRGINIA,Elkton,2933.0,6,25.0,0.002045687009887487,0.008523695874531197
