"","Date Rptd","DATE OCC","AREA NAME","Crm Cd Desc","Vict Age","Vict Sex","Vict Descent","Vict Birth Year"
"506228","2022-10-22","2022-10-22","Central","INTIMATE PARTNER - AGGRAVATED ASSAULT","31","F","B","1992"
"506229","2022-09-28","2022-09-28","West Valley","TRESPASSING","36","M","O","1987"
"506230","2022-09-29","2022-09-29","Central","THEFT OF IDENTITY","33","M","B","1990"
"506231","2022-06-10","2022-06-10","Van Nuys","ROBBERY","41","M","O","1982"
"506232","2022-08-05","2022-08-05","West LA","BATTERY - SIMPLE ASSAULT","68","M","B","1955"
"506233","2022-11-23","2022-11-23","Southwest","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","52","F","H","1971"
"506234","2022-03-14","2022-03-14","77th Street","BURGLARY FROM VEHICLE","31","F","B","1992"
"506235","2022-12-07","2022-12-07","Topanga","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","42","M","A","1981"
"506236","2022-10-09","2022-10-09","Foothill","BATTERY - SIMPLE ASSAULT","14","M","H","2009"
"506237","2022-05-10","2022-05-10","West LA","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","44","M","W","1979"
"506238","2022-03-14","2022-03-14","Southeast","THEFT OF IDENTITY","40","M","W","1983"
"506239","2022-05-09","2022-05-09","Southwest","BATTERY - SIMPLE ASSAULT","59","M","H","1964"
"506240","2022-10-25","2022-10-25","Central","BURGLARY FROM VEHICLE","37","M","W","1986"
"506241","2022-02-26","2022-02-26","Southwest","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","47","M","B","1976"
"506242","2022-10-14","2022-10-14","Olympic","THEFT PLAIN - PETTY ($950 & UNDER)","33","M","B","1990"
"506243","2022-06-10","2022-06-10","Southeast","THEFT OF IDENTITY","35","F","B","1988"
"506244","2022-07-31","2022-07-31","77th Street","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","62","M","B","1961"
"506245","2022-08-03","2022-08-03","N Hollywood","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","58","F","B","1965"
"506246","2022-02-20","2022-02-20","Southeast","BATTERY - SIMPLE ASSAULT","40","F","B","1983"
"506247","2022-12-30","2022-12-30","West LA","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","50","M","W","1973"
"506248","2022-03-30","2022-03-30","N Hollywood","INTIMATE PARTNER - SIMPLE ASSAULT","42","F","B","1981"
"506249","2022-10-26","2022-10-26","West Valley","CRIMINAL THREATS - NO WEAPON DISPLAYED","71","M","O","1952"
"506250","2022-04-02","2022-04-02","Southeast","INTIMATE PARTNER - SIMPLE ASSAULT","26","F","O","1997"
"506251","2022-04-26","2022-04-26","Central","BIKE - STOLEN","61","M","C","1962"
"506252","2022-03-25","2022-03-25","N Hollywood","INTIMATE PARTNER - SIMPLE ASSAULT","21","F","H","2002"
"506253","2022-01-18","2022-01-18","Southwest","BATTERY - SIMPLE ASSAULT","21","F","H","2002"
"506254","2022-11-09","2022-11-09","Olympic","INTIMATE PARTNER - AGGRAVATED ASSAULT","40","F","H","1983"
"506255","2022-02-03","2022-02-03","Devonshire","THEFT PLAIN - PETTY ($950 & UNDER)","55","F","F","1968"
"506256","2022-02-03","2022-02-03","Harbor","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","60","M","W","1963"
"506257","2022-06-13","2022-06-13","West Valley","BURGLARY FROM VEHICLE","34","M","H","1989"
"506258","2022-06-15","2022-06-15","Southeast","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","61","M","H","1962"
"506259","2022-05-17","2022-05-17","Hollywood","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","33","F","W","1990"
"506260","2022-09-03","2022-09-03","Olympic","THEFT OF IDENTITY","22","M","W","2001"
"506261","2022-08-05","2022-08-05","Harbor","CRUELTY TO ANIMALS","46","F","H","1977"
"506262","2022-04-04","2022-04-04","Newton","BURGLARY FROM VEHICLE","21","F","A","2002"
"506263","2022-12-22","2022-12-22","Hollenbeck","VIOLATION OF RESTRAINING ORDER","29","F","H","1994"
"506264","2022-07-11","2022-07-11","Southeast","THEFT OF IDENTITY","34","M","H","1989"
"506265","2022-01-07","2022-01-07","Wilshire","BRANDISH WEAPON","32","F","H","1991"
"506266","2022-12-24","2022-12-24","Central","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","30","F","B","1993"
"506267","2022-07-02","2022-07-02","Pacific","BATTERY - SIMPLE ASSAULT","41","M","W","1982"
"506268","2022-04-18","2022-04-18","Devonshire","BURGLARY","70","M","W","1953"
"506269","2022-01-27","2022-01-27","Wilshire","BATTERY - SIMPLE ASSAULT","42","F","O","1981"
"506270","2022-08-30","2022-08-30","77th Street","BURGLARY FROM VEHICLE","36","F","B","1987"
"506271","2022-04-19","2022-04-19","Mission","THEFT PLAIN - PETTY ($950 & UNDER)","60","M","H","1963"
"506272","2022-07-10","2022-07-10","Central","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","36","F","W","1987"
"506273","2022-10-02","2022-10-02","77th Street","INTIMATE PARTNER - AGGRAVATED ASSAULT","35","F","B","1988"
"506274","2022-04-06","2022-04-06","77th Street","INTIMATE PARTNER - SIMPLE ASSAULT","31","M","B","1992"
"506275","2022-12-17","2022-12-17","Southeast","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","31","F","B","1992"
"506276","2022-12-30","2022-12-30","Olympic","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","26","M","H","1997"
"506277","2022-12-06","2022-12-06","Olympic","BATTERY - SIMPLE ASSAULT","32","F","B","1991"
"506278","2022-12-23","2022-12-23","Mission","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","56","M","H","1967"
"506279","2022-10-09","2022-10-09","N Hollywood","TRESPASSING","54","M","W","1969"
"506280","2022-01-17","2022-01-17","Van Nuys","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","55","F","W","1968"
"506281","2022-09-07","2022-09-07","Foothill","TRESPASSING","35","M","W","1988"
"506282","2022-06-20","2022-06-20","West LA","THEFT PLAIN - PETTY ($950 & UNDER)","47","M","H","1976"
"506283","2022-11-01","2022-11-01","Southeast","THEFT OF IDENTITY","47","F","H","1976"
"506284","2022-05-22","2022-05-22","Central","BRANDISH WEAPON","26","M","B","1997"
"506285","2022-08-20","2022-08-20","Central","BURGLARY FROM VEHICLE","54","M","J","1969"
"506286","2022-07-15","2022-07-15","77th Street","THEFT OF IDENTITY","31","F","B","1992"
"506287","2022-10-13","2022-10-13","Olympic","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","64","M","K","1959"
"506288","2022-11-13","2022-11-13","Hollenbeck","INTIMATE PARTNER - SIMPLE ASSAULT","57","F","H","1966"
"506289","2022-11-24","2022-11-24","Central","BURGLARY FROM VEHICLE","66","M","H","1957"
"506290","2022-10-14","2022-10-14","Southeast","VIOLATION OF TEMPORARY RESTRAINING ORDER","72","F","B","1951"
"506291","2022-05-12","2022-05-12","Rampart","INTIMATE PARTNER - SIMPLE ASSAULT","23","F","B","2000"
"506292","2022-02-12","2022-02-12","N Hollywood","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","62","F","F","1961"
"506293","2022-11-19","2022-11-19","Pacific","BURGLARY FROM VEHICLE","29","F","W","1994"
"506294","2022-08-23","2022-08-23","N Hollywood","BURGLARY","65","F","W","1958"
"506295","2022-02-12","2022-02-12","77th Street","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","47","F","H","1976"
"506296","2022-02-27","2022-02-27","Harbor","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","58","M","H","1965"
"506297","2022-03-13","2022-03-13","Olympic","THEFT OF IDENTITY","29","F","H","1994"
"506298","2022-01-22","2022-01-22","Southeast","INTIMATE PARTNER - AGGRAVATED ASSAULT","37","F","B","1986"
"506299","2022-06-16","2022-06-16","Devonshire","THEFT OF IDENTITY","72","F","H","1951"
"506300","2022-12-08","2022-12-08","Pacific","BURGLARY FROM VEHICLE","36","F","W","1987"
"506301","2022-05-10","2022-05-10","N Hollywood","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","30","M","W","1993"
"506302","2022-03-30","2022-03-30","Hollywood","BATTERY - SIMPLE ASSAULT","34","F","B","1989"
"506303","2023-02-10","2023-02-10","Southeast","CRIMINAL THREATS - NO WEAPON DISPLAYED","23","M","H","2000"
"506304","2022-06-26","2022-06-26","Olympic","VIOLATION OF RESTRAINING ORDER","65","M","H","1958"
"506305","2022-08-22","2022-08-22","West Valley","BATTERY WITH SEXUAL CONTACT","41","F","W","1982"
"506306","2022-09-06","2022-09-06","Southwest","THEFT OF IDENTITY","56","F","B","1967"
"506307","2022-02-02","2022-02-02","Mission","BURGLARY FROM VEHICLE","28","M","H","1995"
"506308","2022-10-13","2022-10-13","Topanga","BURGLARY FROM VEHICLE","48","M","W","1975"
"506309","2022-09-17","2022-09-17","77th Street","VIOLATION OF COURT ORDER","53","F","B","1970"
"506310","2022-10-24","2022-10-24","West LA","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","22","F","W","2001"
"506311","2022-03-15","2022-03-15","Newton","THEFT PLAIN - PETTY ($950 & UNDER)","54","M","H","1969"
"506312","2022-08-18","2022-08-18","Northeast","BURGLARY FROM VEHICLE","22","F","W","2001"
"506313","2022-06-13","2022-06-13","Mission","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","20","M","H","2003"
"506314","2022-06-02","2022-06-02","Central","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","33","M","O","1990"
"506315","2022-12-04","2022-12-04","Foothill","CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT","17","F","H","2006"
"506316","2022-06-12","2022-06-12","Hollywood","BURGLARY FROM VEHICLE","57","F","A","1966"
"506317","2022-03-01","2022-03-01","Pacific","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","38","M","B","1985"
"506318","2022-04-15","2022-04-15","Rampart","BATTERY - SIMPLE ASSAULT","42","F","W","1981"
"506319","2022-01-11","2022-01-11","Newton","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","25","M","H","1998"
"506320","2022-12-13","2022-12-13","N Hollywood","OTHER MISCELLANEOUS CRIME","57","M","W","1966"
"506321","2022-11-09","2022-11-09","Rampart","BATTERY - SIMPLE ASSAULT","62","M","H","1961"
"506322","2022-05-04","2022-05-04","Wilshire","THEFT PLAIN - PETTY ($950 & UNDER)","50","F","W","1973"
"506323","2022-02-15","2022-02-15","Southeast","CRIMINAL THREATS - NO WEAPON DISPLAYED","49","M","B","1974"
"506324","2022-04-13","2022-04-13","Olympic","BURGLARY","14","F","H","2009"
"506325","2022-07-11","2022-07-11","Harbor","THEFT OF IDENTITY","35","F","B","1988"
"506326","2022-04-01","2022-04-01","Rampart","BURGLARY FROM VEHICLE","41","M","W","1982"
"506327","2022-10-01","2022-10-01","West Valley","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","59","F","W","1964"
"506328","2022-03-02","2022-03-02","Northeast","INTIMATE PARTNER - SIMPLE ASSAULT","19","F","H","2004"
"506329","2022-07-12","2022-07-12","Harbor","BURGLARY FROM VEHICLE","58","M","H","1965"
"506330","2022-09-10","2022-09-10","Newton","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","30","F","H","1993"
"506331","2022-08-26","2022-08-26","Hollenbeck","THEFT OF IDENTITY","40","F","H","1983"
"506332","2022-07-24","2022-07-24","Northeast","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","53","F","H","1970"
"506333","2022-08-14","2022-08-14","Southeast","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","58","F","B","1965"
"506334","2022-07-28","2022-07-28","Van Nuys","THEFT, PERSON","15","F","H","2008"
"506335","2022-11-16","2022-11-16","Devonshire","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","23","F","H","2000"
"506336","2022-12-27","2022-12-27","Rampart","THEFT PLAIN - PETTY ($950 & UNDER)","41","F","B","1982"
"506337","2022-06-21","2022-06-21","Wilshire","BURGLARY","52","M","W","1971"
"506338","2022-08-18","2022-08-18","Harbor","INTIMATE PARTNER - SIMPLE ASSAULT","20","M","H","2003"
"506339","2022-11-06","2022-11-06","West LA","BUNCO, GRAND THEFT","27","F","W","1996"
"506340","2022-10-04","2022-10-04","Wilshire","CRIMINAL THREATS - NO WEAPON DISPLAYED","52","M","B","1971"
"506341","2022-01-29","2022-01-29","Hollywood","BATTERY - SIMPLE ASSAULT","18","F","B","2005"
"506342","2022-05-30","2022-05-30","77th Street","ATTEMPTED ROBBERY","48","M","H","1975"
"506343","2022-12-11","2022-12-11","N Hollywood","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","34","F","B","1989"
"506344","2022-01-22","2022-01-22","77th Street","INTIMATE PARTNER - SIMPLE ASSAULT","21","F","H","2002"
"506345","2022-12-16","2022-12-16","Southwest","CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT","15","F","B","2008"
"506346","2022-08-03","2022-08-03","Hollywood","INTIMATE PARTNER - AGGRAVATED ASSAULT","34","F","W","1989"
"506347","2022-05-05","2022-05-05","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","45","M","B","1978"
"506348","2022-10-25","2022-10-25","Pacific","BURGLARY","27","M","H","1996"
"506349","2022-07-21","2022-07-21","Pacific","BURGLARY FROM VEHICLE","24","F","W","1999"
"506350","2022-01-03","2022-01-03","77th Street","VIOLATION OF COURT ORDER","42","F","H","1981"
"506351","2022-03-29","2022-03-29","Rampart","THEFT OF IDENTITY","21","F","O","2002"
"506352","2022-08-28","2022-08-28","West LA","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","28","M","B","1995"
"506353","2022-03-12","2022-03-12","Rampart","BATTERY - SIMPLE ASSAULT","35","F","H","1988"
"506354","2022-08-30","2022-08-30","Wilshire","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","59","F","B","1964"
"506355","2022-09-14","2022-09-14","Central","BRANDISH WEAPON","28","M","O","1995"
"506356","2022-09-20","2022-09-20","Southwest","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","46","M","H","1977"
"506357","2022-01-20","2022-01-20","77th Street","INTIMATE PARTNER - AGGRAVATED ASSAULT","34","F","B","1989"
"506358","2022-10-10","2022-10-10","Wilshire","BATTERY - SIMPLE ASSAULT","39","M","H","1984"
"506359","2022-11-08","2022-11-08","Wilshire","BATTERY - SIMPLE ASSAULT","54","M","O","1969"
"506360","2022-06-02","2022-06-02","Wilshire","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","22","X","X","2001"
"506361","2022-11-11","2022-11-11","West LA","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","34","M","W","1989"
"506362","2022-07-08","2022-07-08","77th Street","THEFT PLAIN - PETTY ($950 & UNDER)","70","M","B","1953"
"506363","2022-01-20","2022-01-20","Topanga","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","30","M","X","1993"
"506364","2022-08-04","2022-08-04","Southwest","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","37","M","O","1986"
"506365","2022-01-19","2022-01-19","Pacific","BURGLARY","41","M","H","1982"
"506366","2022-03-12","2022-03-12","Olympic","ROBBERY","64","M","H","1959"
"506367","2022-05-22","2022-05-22","Northeast","BURGLARY FROM VEHICLE","41","F","W","1982"
"506368","2022-05-31","2022-05-31","West Valley","BATTERY - SIMPLE ASSAULT","54","M","H","1969"
"506369","2022-03-14","2022-03-14","Hollenbeck","BATTERY - SIMPLE ASSAULT","59","M","H","1964"
"506370","2022-09-18","2022-09-18","Rampart","BURGLARY","56","M","W","1967"
"506371","2022-08-05","2022-08-05","Van Nuys","BATTERY - SIMPLE ASSAULT","67","M","B","1956"
"506372","2022-11-25","2022-11-25","Northeast","SHOPLIFTING-GRAND THEFT ($950.01 & OVER)","25","F","H","1998"
"506373","2022-10-13","2022-10-13","Harbor","BURGLARY","24","F","H","1999"
"506374","2022-05-13","2022-05-13","Hollywood","INTIMATE PARTNER - AGGRAVATED ASSAULT","38","M","W","1985"
"506375","2022-04-01","2022-04-01","Mission","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","47","F","A","1976"
"506376","2022-01-16","2022-01-16","West LA","THEFT OF IDENTITY","71","F","W","1952"
"506377","2022-08-22","2022-08-22","Southeast","THEFT OF IDENTITY","27","F","B","1996"
"506378","2022-06-07","2022-06-07","West Valley","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","50","F","O","1973"
"506379","2022-03-27","2022-03-27","Hollywood","BRANDISH WEAPON","55","M","H","1968"
"506380","2022-05-30","2022-05-30","Northeast","THEFT OF IDENTITY","32","F","H","1991"
"506381","2022-10-24","2022-10-24","Wilshire","BRANDISH WEAPON","35","F","B","1988"
"506382","2022-03-07","2022-03-07","West Valley","BURGLARY FROM VEHICLE","29","M","H","1994"
"506383","2022-04-07","2022-04-07","West LA","BURGLARY FROM VEHICLE","49","F","O","1974"
"506384","2022-12-05","2022-12-05","Devonshire","THEFT OF IDENTITY","38","M","W","1985"
"506385","2022-04-04","2022-04-04","Pacific","BIKE - STOLEN","27","M","W","1996"
"506386","2022-12-08","2022-12-08","Hollywood","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","34","M","H","1989"
"506387","2022-08-19","2022-08-19","Southeast","THEFT OF IDENTITY","32","F","B","1991"
"506388","2022-06-21","2022-06-21","Northeast","BUNCO, GRAND THEFT","76","F","W","1947"
"506389","2022-02-20","2022-02-20","Central","BATTERY - SIMPLE ASSAULT","46","M","H","1977"
"506390","2022-08-17","2022-08-17","Mission","BRANDISH WEAPON","67","F","H","1956"
"506391","2022-04-03","2022-04-03","Wilshire","BURGLARY","60","M","W","1963"
"506392","2022-07-11","2022-07-11","Mission","BURGLARY","61","F","H","1962"
"506393","2022-06-16","2022-06-16","Hollywood","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","27","F","H","1996"
"506394","2022-01-19","2022-01-19","West LA","THEFT OF IDENTITY","28","M","H","1995"
"506395","2022-11-07","2022-11-07","Hollenbeck","THEFT OF IDENTITY","52","F","H","1971"
"506396","2022-01-04","2022-01-04","Southeast","THEFT OF IDENTITY","24","M","O","1999"
"506397","2022-07-18","2022-07-18","Olympic","VIOLATION OF RESTRAINING ORDER","37","F","H","1986"
"506398","2022-03-12","2022-03-12","Topanga","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","35","M","X","1988"
"506399","2022-10-03","2022-10-03","Foothill","BATTERY - SIMPLE ASSAULT","14","M","H","2009"
"506400","2022-08-22","2022-08-22","Wilshire","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","38","M","W","1985"
"506401","2022-01-25","2022-01-25","Pacific","BURGLARY FROM VEHICLE","67","M","H","1956"
"506402","2023-01-07","2023-01-07","Central","BURGLARY FROM VEHICLE","33","M","I","1990"
"506403","2022-08-16","2022-08-16","Harbor","BRANDISH WEAPON","54","M","B","1969"
"506404","2022-10-25","2022-10-25","Southeast","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","30","M","W","1993"
"506405","2022-03-21","2022-03-21","Devonshire","THEFT OF IDENTITY","68","F","O","1955"
"506406","2022-11-19","2022-11-19","Hollywood","ATTEMPTED ROBBERY","32","M","W","1991"
"506407","2022-01-12","2022-01-12","77th Street","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","40","M","V","1983"
"506408","2022-08-19","2022-08-19","Harbor","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","38","M","A","1985"
"506409","2022-03-08","2022-03-08","Van Nuys","INTIMATE PARTNER - SIMPLE ASSAULT","31","F","W","1992"
"506410","2022-01-25","2022-01-25","West LA","VIOLATION OF COURT ORDER","52","F","W","1971"
"506411","2022-11-17","2022-11-17","Topanga","CRIMINAL THREATS - NO WEAPON DISPLAYED","17","F","W","2006"
"506412","2022-12-12","2022-12-12","77th Street","THEFT OF IDENTITY","36","F","O","1987"
"506413","2022-09-14","2022-09-14","Central","CRIMINAL THREATS - NO WEAPON DISPLAYED","40","F","H","1983"
"506414","2022-04-25","2022-04-25","Southeast","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","37","M","H","1986"
"506415","2022-12-29","2022-12-29","Rampart","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","29","X","W","1994"
"506416","2022-03-07","2022-03-07","Rampart","ROBBERY","37","M","H","1986"
"506417","2022-11-18","2022-11-18","Southwest","INTIMATE PARTNER - AGGRAVATED ASSAULT","30","M","B","1993"
"506418","2022-04-28","2022-04-28","Foothill","BURGLARY FROM VEHICLE","32","F","H","1991"
"506419","2022-10-05","2022-10-05","Hollywood","BATTERY - SIMPLE ASSAULT","21","F","H","2002"
"506420","2022-12-13","2022-12-13","Hollywood","CRIMINAL THREATS - NO WEAPON DISPLAYED","46","F","H","1977"
"506421","2022-02-04","2022-02-04","Northeast","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","50","M","O","1973"
"506422","2022-05-16","2022-05-16","Southwest","BUNCO, GRAND THEFT","63","M","B","1960"
"506423","2022-11-28","2022-11-28","Pacific","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","45","M","W","1978"
"506424","2022-04-15","2022-04-15","77th Street","BRANDISH WEAPON","60","F","B","1963"
"506425","2022-08-23","2022-08-23","Southeast","INTIMATE PARTNER - SIMPLE ASSAULT","41","F","W","1982"
"506426","2022-02-10","2022-02-10","Hollywood","CRIMINAL THREATS - NO WEAPON DISPLAYED","35","F","B","1988"
"506427","2022-03-15","2022-03-15","West Valley","BURGLARY","76","M","B","1947"
"506428","2022-04-29","2022-04-29","Southwest","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","29","F","B","1994"
"506429","2022-01-24","2022-01-24","Rampart","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","39","M","O","1984"
"506430","2022-05-15","2022-05-15","77th Street","ATTEMPTED ROBBERY","42","M","O","1981"
"506431","2022-03-22","2022-03-22","West Valley","BURGLARY","59","M","O","1964"
