"","Date Rptd","DATE OCC","AREA NAME","Crm Cd Desc","Vict Age","Vict Sex","Vict Descent","Vict Birth Year"
"505979","2022-03-07","2022-03-07","Southwest","OTHER ASSAULT","19","M","H","2004"
"505980","2022-04-20","2022-04-20","77th Street","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","50","M","H","1973"
"505981","2022-04-17","2022-04-17","Devonshire","BATTERY - SIMPLE ASSAULT","13","F","B","2010"
"505982","2022-05-20","2022-05-20","West LA","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","61","F","W","1962"
"505983","2022-06-22","2022-06-22","Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","37","M","H","1986"
"505984","2022-02-13","2022-02-13","Wilshire","BURGLARY","30","M","W","1993"
"505985","2022-05-30","2022-05-30","Olympic","BURGLARY FROM VEHICLE","54","F","W","1969"
"505986","2022-12-19","2022-12-19","West LA","CRIMINAL THREATS - NO WEAPON DISPLAYED","56","M","O","1967"
"505987","2022-06-30","2022-06-30","Central","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","27","M","B","1996"
"505988","2022-06-15","2022-06-15","Foothill","BURGLARY","45","M","W","1978"
"505989","2022-06-23","2022-06-23","West Valley","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","31","M","H","1992"
"505990","2022-04-02","2022-04-02","N Hollywood","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","63","M","B","1960"
"505991","2022-04-01","2022-04-01","Central","BRANDISH WEAPON","56","M","H","1967"
"505992","2022-12-14","2022-12-14","Wilshire","BURGLARY FROM VEHICLE","43","M","W","1980"
"505993","2022-12-20","2022-12-20","Wilshire","THEFT OF IDENTITY","36","F","W","1987"
"505994","2022-12-14","2022-12-14","N Hollywood","INTIMATE PARTNER - AGGRAVATED ASSAULT","29","F","H","1994"
"505995","2022-12-30","2022-12-30","Southwest","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","45","F","H","1978"
"505996","2022-08-12","2022-08-12","Newton","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","54","M","W","1969"
"505997","2022-12-18","2022-12-18","Hollenbeck","BURGLARY FROM VEHICLE","34","F","B","1989"
"505998","2022-08-28","2022-08-28","Central","INTIMATE PARTNER - SIMPLE ASSAULT","25","F","W","1998"
"505999","2022-03-24","2022-03-24","Central","BURGLARY FROM VEHICLE","45","M","W","1978"
"506000","2022-05-09","2022-05-09","Pacific","THEFT PLAIN - PETTY ($950 & UNDER)","32","F","O","1991"
"506001","2022-02-03","2022-02-03","N Hollywood","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","57","M","B","1966"
"506002","2022-04-08","2022-04-08","Wilshire","CHILD STEALING","44","M","W","1979"
"506003","2022-02-01","2022-02-01","Central","BURGLARY FROM VEHICLE","36","M","H","1987"
"506004","2022-05-01","2022-05-01","Rampart","BURGLARY FROM VEHICLE","34","F","W","1989"
"506005","2022-01-24","2022-01-24","N Hollywood","THEFT OF IDENTITY","23","F","H","2000"
"506006","2022-12-02","2022-12-02","Hollywood","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","25","F","A","1998"
"506007","2022-03-14","2022-03-14","Pacific","BATTERY - SIMPLE ASSAULT","32","M","O","1991"
"506008","2022-09-08","2022-09-08","Pacific","BURGLARY","45","M","W","1978"
"506009","2022-10-29","2022-10-29","Rampart","INTIMATE PARTNER - AGGRAVATED ASSAULT","22","F","B","2001"
"506010","2022-07-28","2022-07-28","N Hollywood","BURGLARY","34","F","A","1989"
"506011","2022-03-14","2022-03-14","77th Street","BURGLARY FROM VEHICLE","61","M","H","1962"
"506012","2022-01-22","2022-01-22","77th Street","THEFT OF IDENTITY","46","F","B","1977"
"506013","2022-06-07","2022-06-07","Pacific","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","24","M","O","1999"
"506014","2022-03-19","2022-03-19","Newton","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","44","M","H","1979"
"506015","2022-11-01","2022-11-01","Rampart","BATTERY - SIMPLE ASSAULT","26","M","H","1997"
"506016","2022-09-19","2022-09-19","Van Nuys","THEFT OF IDENTITY","24","F","B","1999"
"506017","2022-10-08","2022-10-08","Wilshire","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","36","M","H","1987"
"506018","2022-09-24","2022-09-24","Central","BATTERY - SIMPLE ASSAULT","34","F","H","1989"
"506019","2022-09-14","2022-09-14","Wilshire","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","23","F","W","2000"
"506020","2022-02-08","2022-02-08","Newton","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","62","M","W","1961"
"506021","2022-09-07","2022-09-07","Central","BURGLARY","66","M","F","1957"
"506022","2022-06-21","2022-06-21","Wilshire","THEFT OF IDENTITY","29","F","B","1994"
"506023","2022-11-24","2022-11-24","Topanga","PICKPOCKET","75","F","W","1948"
"506024","2022-04-28","2022-04-28","Wilshire","THEFT PLAIN - PETTY ($950 & UNDER)","35","F","C","1988"
"506025","2022-03-11","2022-03-11","Olympic","OTHER MISCELLANEOUS CRIME","34","M","W","1989"
"506026","2022-04-24","2022-04-24","West LA","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","27","F","W","1996"
"506027","2022-01-29","2022-01-29","Topanga","THEFT OF IDENTITY","33","F","H","1990"
"506028","2022-07-12","2022-07-12","Southeast","THEFT OF IDENTITY","32","F","B","1991"
"506029","2022-05-09","2022-05-09","Newton","BURGLARY","36","M","H","1987"
"506030","2022-04-14","2022-04-14","Foothill","INTIMATE PARTNER - SIMPLE ASSAULT","24","F","H","1999"
"506031","2022-12-15","2022-12-15","Hollenbeck","THEFT OF IDENTITY","27","F","B","1996"
"506032","2022-11-03","2022-11-03","West Valley","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","32","M","W","1991"
"506033","2022-09-19","2022-09-19","Southwest","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","38","M","B","1985"
"506034","2022-12-02","2022-12-02","Rampart","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","23","M","H","2000"
"506035","2022-10-08","2022-10-08","N Hollywood","LEWD CONDUCT","55","F","W","1968"
"506036","2022-10-19","2022-10-19","Wilshire","CRIMINAL THREATS - NO WEAPON DISPLAYED","65","M","B","1958"
"506037","2022-05-15","2022-05-15","77th Street","INTIMATE PARTNER - AGGRAVATED ASSAULT","24","M","B","1999"
"506038","2022-11-18","2022-11-18","Harbor","BATTERY - SIMPLE ASSAULT","65","F","H","1958"
"506039","2022-11-17","2022-11-17","Van Nuys","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","44","F","B","1979"
"506040","2022-07-03","2022-07-03","Hollenbeck","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","29","M","H","1994"
"506041","2022-01-15","2022-01-15","Central","BURGLARY","59","M","A","1964"
"506042","2022-02-01","2022-02-01","Wilshire","ROBBERY","22","X","X","2001"
"506043","2022-09-27","2022-09-27","Central","INTIMATE PARTNER - SIMPLE ASSAULT","21","F","O","2002"
"506044","2022-07-20","2022-07-20","Southeast","THEFT OF IDENTITY","31","F","B","1992"
"506045","2022-08-17","2022-08-17","Hollenbeck","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","37","M","B","1986"
"506046","2022-09-05","2022-09-05","Hollywood","BURGLARY","52","F","W","1971"
"506047","2022-12-08","2022-12-08","Mission","BURGLARY","35","F","H","1988"
"506048","2022-03-25","2022-03-25","N Hollywood","THROWING OBJECT AT MOVING VEHICLE","27","F","W","1996"
"506049","2022-08-25","2022-08-25","Northeast","OTHER MISCELLANEOUS CRIME","31","F","H","1992"
"506050","2022-06-18","2022-06-18","Central","BATTERY - SIMPLE ASSAULT","58","F","B","1965"
"506051","2022-12-27","2022-12-27","Devonshire","INTIMATE PARTNER - SIMPLE ASSAULT","40","F","B","1983"
"506052","2022-12-14","2022-12-14","Mission","BATTERY - SIMPLE ASSAULT","35","M","H","1988"
"506053","2022-05-21","2022-05-21","West LA","PICKPOCKET","38","F","V","1985"
"506054","2022-09-15","2022-09-15","Topanga","BURGLARY","35","M","X","1988"
"506055","2022-08-27","2022-08-27","Pacific","INTIMATE PARTNER - SIMPLE ASSAULT","41","F","W","1982"
"506056","2022-09-14","2022-09-14","77th Street","BURGLARY FROM VEHICLE","63","F","B","1960"
"506057","2022-11-07","2022-11-07","Harbor","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","35","M","H","1988"
"506058","2022-10-24","2022-10-24","West Valley","THEFT PLAIN - PETTY ($950 & UNDER)","45","F","O","1978"
"506059","2022-11-29","2022-11-29","Devonshire","BATTERY - SIMPLE ASSAULT","50","M","W","1973"
"506060","2022-12-28","2022-12-28","Devonshire","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","78","M","H","1945"
"506061","2022-04-23","2022-04-23","Northeast","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","60","M","H","1963"
"506062","2022-11-20","2022-11-20","77th Street","CRIMINAL THREATS - NO WEAPON DISPLAYED","28","F","W","1995"
"506063","2022-04-22","2022-04-22","Southwest","ROBBERY","22","X","X","2001"
"506064","2022-06-13","2022-06-13","Rampart","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","46","M","H","1977"
"506065","2022-10-20","2022-10-20","Newton","BURGLARY FROM VEHICLE","20","M","H","2003"
"506066","2022-12-21","2022-12-21","Foothill","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","52","M","H","1971"
"506067","2022-06-03","2022-06-03","Foothill","INTIMATE PARTNER - SIMPLE ASSAULT","29","F","H","1994"
"506068","2022-06-28","2022-06-28","Southeast","INTIMATE PARTNER - SIMPLE ASSAULT","42","F","H","1981"
"506069","2022-02-05","2022-02-05","Hollenbeck","THEFT OF IDENTITY","30","F","H","1993"
"506070","2022-08-09","2022-08-09","Central","BATTERY - SIMPLE ASSAULT","29","M","H","1994"
"506071","2022-08-21","2022-08-21","Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","20","M","H","2003"
"506072","2022-04-21","2022-04-21","Topanga","INTIMATE PARTNER - SIMPLE ASSAULT","36","M","O","1987"
"506073","2022-10-31","2022-10-31","Mission","INTIMATE PARTNER - SIMPLE ASSAULT","60","M","H","1963"
"506074","2022-06-07","2022-06-07","Newton","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","23","F","H","2000"
"506075","2022-05-26","2022-05-26","Southeast","VIOLATION OF RESTRAINING ORDER","71","M","H","1952"
"506076","2022-01-10","2022-01-10","Rampart","THEFT OF IDENTITY","27","F","H","1996"
"506077","2022-10-20","2022-10-20","Hollywood","THEFT PLAIN - PETTY ($950 & UNDER)","25","F","H","1998"
"506078","2022-02-09","2022-02-09","Newton","BUNCO, GRAND THEFT","73","M","H","1950"
"506079","2022-01-22","2022-01-22","West Valley","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","47","M","W","1976"
"506080","2022-02-15","2022-02-15","Southeast","ROBBERY","14","M","B","2009"
"506081","2022-08-15","2022-08-15","West Valley","BATTERY - SIMPLE ASSAULT","18","M","W","2005"
"506082","2022-07-21","2022-07-21","West Valley","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","53","M","W","1970"
"506083","2022-11-15","2022-11-15","77th Street","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","61","M","B","1962"
"506084","2022-12-23","2022-12-23","Southwest","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","53","M","H","1970"
"506085","2022-03-31","2022-03-31","Mission","OTHER ASSAULT","59","F","H","1964"
"506086","2022-07-25","2022-07-25","77th Street","INTIMATE PARTNER - AGGRAVATED ASSAULT","45","F","B","1978"
"506087","2023-01-03","2023-01-03","Southwest","CRIMINAL THREATS - NO WEAPON DISPLAYED","55","F","H","1968"
"506088","2022-01-13","2022-01-13","West LA","BATTERY WITH SEXUAL CONTACT","34","F","O","1989"
"506089","2022-02-23","2022-02-23","Wilshire","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","24","F","B","1999"
"506090","2022-10-03","2022-10-03","Southeast","THEFT PLAIN - PETTY ($950 & UNDER)","41","M","W","1982"
"506091","2022-09-17","2022-09-17","Southeast","BURGLARY","39","M","H","1984"
"506092","2022-08-26","2022-08-26","Topanga","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","50","F","H","1973"
"506093","2022-01-26","2022-01-26","Hollywood","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","62","M","H","1961"
"506094","2022-07-25","2022-07-25","Wilshire","BRANDISH WEAPON","26","F","H","1997"
"506095","2022-07-11","2022-07-11","West LA","BURGLARY","53","M","W","1970"
"506096","2023-01-10","2023-01-10","77th Street","BURGLARY","71","F","B","1952"
"506097","2022-04-26","2022-04-26","Southeast","THEFT OF IDENTITY","30","F","H","1993"
"506098","2022-07-21","2022-07-21","Van Nuys","THEFT OF IDENTITY","31","F","O","1992"
"506099","2022-08-30","2022-08-30","77th Street","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","33","F","B","1990"
"506100","2022-09-15","2022-09-15","Harbor","INTIMATE PARTNER - SIMPLE ASSAULT","30","F","H","1993"
"506101","2022-01-25","2022-01-25","Southwest","ATTEMPTED ROBBERY","56","M","H","1967"
"506102","2022-04-04","2022-04-04","Harbor","CRIMINAL THREATS - NO WEAPON DISPLAYED","53","M","H","1970"
"506103","2022-11-22","2022-11-22","Mission","THEFT OF IDENTITY","34","F","H","1989"
"506104","2022-09-23","2022-09-23","77th Street","THEFT OF IDENTITY","34","F","B","1989"
"506105","2022-05-13","2022-05-13","Southeast","VIOLATION OF COURT ORDER","69","M","B","1954"
"506106","2022-09-27","2022-09-27","Southwest","CRIMINAL THREATS - NO WEAPON DISPLAYED","28","X","X","1995"
"506107","2022-02-14","2022-02-14","Wilshire","BURGLARY FROM VEHICLE","25","F","B","1998"
"506108","2022-05-09","2022-05-09","West LA","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","48","M","J","1975"
"506109","2022-05-11","2022-05-11","Devonshire","BATTERY - SIMPLE ASSAULT","63","F","W","1960"
"506110","2022-12-02","2022-12-02","Van Nuys","THEFT OF IDENTITY","46","M","W","1977"
"506111","2022-02-13","2022-02-13","West Valley","BURGLARY FROM VEHICLE","30","M","W","1993"
"506112","2022-01-07","2022-01-07","West LA","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","68","F","W","1955"
"506113","2022-09-23","2022-09-23","Rampart","INTIMATE PARTNER - SIMPLE ASSAULT","28","F","B","1995"
"506114","2022-07-28","2022-07-28","Southwest","BURGLARY FROM VEHICLE","37","F","B","1986"
"506115","2022-10-30","2022-10-30","Central","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","55","M","B","1968"
"506116","2022-10-21","2022-10-21","Southwest","THEFT OF IDENTITY","30","M","B","1993"
"506117","2022-10-14","2022-10-14","N Hollywood","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","19","M","H","2004"
"506118","2022-08-04","2022-08-04","Hollenbeck","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","31","F","B","1992"
"506119","2022-10-19","2022-10-19","N Hollywood","BURGLARY FROM VEHICLE","29","F","H","1994"
"506120","2022-05-11","2022-05-11","Rampart","BATTERY - SIMPLE ASSAULT","22","F","H","2001"
"506121","2022-07-01","2022-07-01","Hollywood","BATTERY - SIMPLE ASSAULT","40","M","W","1983"
"506122","2022-11-10","2022-11-10","Central","BATTERY - SIMPLE ASSAULT","66","M","B","1957"
"506123","2022-02-20","2022-02-20","Wilshire","BATTERY - SIMPLE ASSAULT","37","F","W","1986"
"506124","2022-12-29","2022-12-29","Southeast","THEFT PLAIN - PETTY ($950 & UNDER)","18","F","B","2005"
"506125","2022-02-26","2022-02-26","Central","THEFT OF IDENTITY","31","F","O","1992"
"506126","2022-03-15","2022-03-15","Newton","THEFT OF IDENTITY","40","F","H","1983"
"506127","2022-07-16","2022-07-16","77th Street","CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT","10","M","B","2013"
"506128","2022-12-21","2022-12-21","West Valley","INTIMATE PARTNER - SIMPLE ASSAULT","27","F","W","1996"
"506129","2022-08-18","2022-08-18","Hollywood","THEFT PLAIN - PETTY ($950 & UNDER)","30","F","W","1993"
"506130","2022-12-21","2022-12-21","West Valley","EXTORTION","36","M","O","1987"
"506131","2022-05-13","2022-05-13","Pacific","BURGLARY","69","F","W","1954"
"506132","2022-08-06","2022-08-06","Rampart","CHILD ANNOYING (17YRS & UNDER)","8","M","H","2015"
"506133","2022-11-29","2022-11-29","N Hollywood","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","36","M","H","1987"
"506134","2022-04-13","2022-04-13","Southeast","THEFT OF IDENTITY","35","M","B","1988"
"506135","2022-06-19","2022-06-19","Hollywood","CRIMINAL THREATS - NO WEAPON DISPLAYED","25","M","B","1998"
"506136","2022-06-19","2022-06-19","Olympic","BATTERY - SIMPLE ASSAULT","50","M","H","1973"
"506137","2022-12-02","2022-12-02","Olympic","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","54","F","H","1969"
"506138","2023-01-06","2023-01-06","Central","THEFT PLAIN - PETTY ($950 & UNDER)","40","M","O","1983"
"506139","2022-08-10","2022-08-10","Central","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","22","F","W","2001"
"506140","2022-12-08","2022-12-08","Van Nuys","BURGLARY FROM VEHICLE","28","M","B","1995"
"506141","2022-02-05","2022-02-05","Olympic","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","54","M","H","1969"
"506142","2022-12-12","2022-12-12","Van Nuys","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","34","F","H","1989"
"506143","2022-10-14","2022-10-14","Central","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","26","M","O","1997"
"506144","2022-04-12","2022-04-12","Southwest","CRIMINAL THREATS - NO WEAPON DISPLAYED","29","F","B","1994"
"506145","2022-08-16","2022-08-16","Foothill","THEFT OF IDENTITY","38","M","H","1985"
"506146","2022-01-29","2022-01-29","Southwest","BATTERY - SIMPLE ASSAULT","29","F","H","1994"
"506147","2022-09-08","2022-09-08","Hollywood","CRIMINAL THREATS - NO WEAPON DISPLAYED","37","M","B","1986"
"506148","2022-10-19","2022-10-19","West LA","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","25","F","W","1998"
"506149","2022-08-21","2022-08-21","West Valley","BRANDISH WEAPON","32","M","H","1991"
"506150","2022-10-24","2022-10-24","Wilshire","CRIMINAL HOMICIDE","61","M","B","1962"
"506151","2022-11-19","2022-11-19","Devonshire","BATTERY - SIMPLE ASSAULT","58","M","W","1965"
"506152","2022-07-12","2022-07-12","N Hollywood","BURGLARY FROM VEHICLE","51","M","H","1972"
"506153","2022-07-15","2022-07-15","West Valley","THEFT OF IDENTITY","56","M","W","1967"
"506154","2022-12-07","2022-12-07","West Valley","BURGLARY FROM VEHICLE","23","F","C","2000"
"506155","2022-02-05","2022-02-05","77th Street","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","9","M","B","2014"
"506156","2022-08-17","2022-08-17","Pacific","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","53","F","B","1970"
"506157","2022-11-23","2022-11-23","Rampart","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","57","F","O","1966"
"506158","2022-01-26","2022-01-26","Pacific","THEFT, PERSON","68","F","O","1955"
"506159","2022-11-20","2022-11-20","77th Street","INTIMATE PARTNER - AGGRAVATED ASSAULT","39","F","B","1984"
"506160","2022-09-17","2022-09-17","Wilshire","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","34","M","H","1989"
"506161","2022-04-19","2022-04-19","Southwest","ROBBERY","26","M","H","1997"
"506162","2022-02-06","2022-02-06","Mission","THEFT OF IDENTITY","33","F","H","1990"
"506163","2022-07-14","2022-07-14","Southwest","THEFT OF IDENTITY","25","M","H","1998"
"506164","2022-02-02","2022-02-02","Topanga","BURGLARY FROM VEHICLE","43","F","A","1980"
"506165","2022-12-29","2022-12-29","Mission","CHILD ANNOYING (17YRS & UNDER)","16","F","B","2007"
"506166","2022-11-17","2022-11-17","Harbor","BATTERY - SIMPLE ASSAULT","61","M","H","1962"
"506167","2022-11-22","2022-11-22","N Hollywood","THEFT OF IDENTITY","25","F","W","1998"
"506168","2022-05-30","2022-05-30","Southwest","BURGLARY FROM VEHICLE","65","F","B","1958"
"506169","2022-02-13","2022-02-13","Foothill","BATTERY WITH SEXUAL CONTACT","33","F","B","1990"
"506170","2022-10-31","2022-10-31","West Valley","BURGLARY","36","M","O","1987"
"506171","2022-10-14","2022-10-14","Topanga","THEFT PLAIN - PETTY ($950 & UNDER)","25","M","H","1998"
"506172","2022-06-13","2022-06-13","Newton","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","50","M","H","1973"
"506173","2022-08-08","2022-08-08","West LA","ROBBERY","21","M","B","2002"
"506174","2022-07-24","2022-07-24","Foothill","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","38","M","O","1985"
"506175","2022-10-10","2022-10-10","Wilshire","EXTORTION","33","M","W","1990"
"506176","2022-11-21","2022-11-21","Central","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","39","F","W","1984"
"506177","2022-06-17","2022-06-17","Newton","INTIMATE PARTNER - AGGRAVATED ASSAULT","22","F","H","2001"
"506178","2022-09-23","2022-09-23","Foothill","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","40","M","W","1983"
"506179","2022-10-01","2022-10-01","Harbor","BATTERY - SIMPLE ASSAULT","11","F","H","2012"
"506180","2022-12-01","2022-12-01","Hollywood","BURGLARY FROM VEHICLE","24","F","W","1999"
"506181","2022-02-11","2022-02-11","77th Street","THEFT OF IDENTITY","28","F","B","1995"
"506182","2022-01-16","2022-01-16","Wilshire","THEFT OF IDENTITY","36","F","O","1987"
"506183","2022-03-26","2022-03-26","Southwest","THEFT OF IDENTITY","50","M","O","1973"
"506184","2022-11-16","2022-11-16","Harbor","BATTERY - SIMPLE ASSAULT","33","M","H","1990"
"506185","2022-04-30","2022-04-30","Wilshire","BATTERY - SIMPLE ASSAULT","73","F","H","1950"
"506186","2022-08-10","2022-08-10","Central","ROBBERY","23","M","H","2000"
"506187","2022-11-17","2022-11-17","Wilshire","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","40","F","H","1983"
"506188","2022-07-06","2022-07-06","N Hollywood","INTIMATE PARTNER - SIMPLE ASSAULT","22","F","H","2001"
"506189","2022-01-04","2022-01-04","Olympic","BURGLARY","58","M","O","1965"
"506190","2022-05-18","2022-05-18","Hollywood","INTIMATE PARTNER - SIMPLE ASSAULT","61","F","H","1962"
"506191","2022-10-15","2022-10-15","Pacific","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","12","M","O","2011"
"506192","2022-07-01","2022-07-01","Hollywood","KIDNAPPING","19","M","W","2004"
"506193","2022-04-15","2022-04-15","West LA","THEFT OF IDENTITY","28","M","W","1995"
"506194","2022-10-26","2022-10-26","Southwest","BATTERY - SIMPLE ASSAULT","33","M","H","1990"
"506195","2022-04-23","2022-04-23","Hollywood","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","30","F","W","1993"
"506196","2022-07-21","2022-07-21","Van Nuys","INTIMATE PARTNER - SIMPLE ASSAULT","29","M","W","1994"
"506197","2022-09-16","2022-09-16","Devonshire","BURGLARY FROM VEHICLE","65","M","H","1958"
"506198","2022-11-06","2022-11-06","77th Street","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","47","F","H","1976"
"506199","2022-03-21","2022-03-21","Southeast","BATTERY - SIMPLE ASSAULT","62","M","W","1961"
"506200","2022-03-28","2022-03-28","Southwest","CRIMINAL THREATS - NO WEAPON DISPLAYED","68","F","B","1955"
"506201","2022-02-07","2022-02-07","Newton","BATTERY - SIMPLE ASSAULT","65","M","B","1958"
"506202","2022-11-30","2022-11-30","Hollywood","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","67","F","H","1956"
"506203","2022-12-23","2022-12-23","Harbor","THEFT OF IDENTITY","37","F","H","1986"
"506204","2022-02-12","2022-02-12","Rampart","CRIMINAL HOMICIDE","23","M","H","2000"
"506205","2023-01-02","2023-01-02","Topanga","THEFT, PERSON","45","F","W","1978"
"506206","2022-01-24","2022-01-24","Newton","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","26","M","B","1997"
"506207","2022-02-16","2022-02-16","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","31","M","B","1992"
"506208","2022-10-28","2022-10-28","Hollywood","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","32","M","H","1991"
"506209","2022-07-03","2022-07-03","Foothill","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","29","F","H","1994"
"506210","2022-09-16","2022-09-16","Southeast","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","63","F","B","1960"
"506211","2022-06-03","2022-06-03","Rampart","CHILD ANNOYING (17YRS & UNDER)","17","M","H","2006"
"506212","2022-06-04","2022-06-04","Southeast","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","28","F","H","1995"
"506213","2022-05-13","2022-05-13","Southwest","THEFT PLAIN - PETTY ($950 & UNDER)","61","M","B","1962"
"506214","2022-06-18","2022-06-18","Southwest","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","39","M","O","1984"
"506215","2022-06-21","2022-06-21","Southeast","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","61","F","B","1962"
"506216","2022-05-03","2022-05-03","West Valley","BURGLARY FROM VEHICLE","34","M","O","1989"
"506217","2022-04-25","2022-04-25","Central","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","68","M","B","1955"
"506218","2022-07-24","2022-07-24","Central","THEFT PLAIN - PETTY ($950 & UNDER)","25","M","H","1998"
"506219","2022-04-06","2022-04-06","Harbor","THEFT OF IDENTITY","36","F","O","1987"
"506220","2022-11-10","2022-11-10","Wilshire","THEFT PLAIN - PETTY ($950 & UNDER)","36","F","K","1987"
"506221","2022-11-25","2022-11-25","Southeast","SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ","17","F","B","2006"
"506222","2022-08-09","2022-08-09","West LA","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","30","F","C","1993"
"506223","2022-07-26","2022-07-26","West LA","THEFT PLAIN - PETTY ($950 & UNDER)","23","F","C","2000"
"506224","2022-09-09","2022-09-09","Central","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","25","F","H","1998"
"506225","2022-10-06","2022-10-06","Van Nuys","THEFT OF IDENTITY","24","M","H","1999"
"506226","2022-08-17","2022-08-17","Newton","ROBBERY","44","M","H","1979"
"506227","2022-03-15","2022-03-15","Olympic","ROBBERY","70","M","A","1953"
